source,state,county,species_or_flock_type,flock_size,hpai_strain,outbreak_date,date_detected,date_collected,date_confirmed,woah_classification,sampling_method,submitting_agency
APHIS - HPAI Detections in Wild Birds,Ohio,Ottawa,American wigeon,,EA H5,,7/23/2024,10/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Ohio,Ottawa,American wigeon,,EA H5N1,,7/23/2024,10/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Ohio,Ottawa,American wigeon,,EA H5,,7/23/2024,10/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Ohio,Ottawa,American wigeon,,EA H5N1,,7/23/2024,10/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Ohio,Ottawa,American wigeon,,EA H5N1,,7/23/2024,10/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Ohio,Ottawa,Northern pintail,,EA H5N1,,7/23/2024,10/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Ohio,Ottawa,American green-winged teal,,EA H5N1,,7/23/2024,10/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Ohio,Ottawa,Northern pintail,,EA H5N1,,7/23/2024,10/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Ohio,Ottawa,American green-winged teal,,EA H5N1,,7/23/2024,10/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Ohio,Ottawa,Northern shoveler,,EA H5,,7/23/2024,10/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Ohio,Ottawa,Gadwall,,EA H5N1,,7/23/2024,10/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Ohio,Ottawa,Gadwall,,EA H5N1,,7/23/2024,10/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Ohio,Ottawa,Gadwall,,EA H5N1,,7/23/2024,10/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Ohio,Ottawa,Mallard,,EA H5N1,,7/23/2024,10/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Ohio,Ottawa,Mallard,,EA H5N1,,7/23/2024,10/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,New York,Genesee,American green-winged teal,,EA H5N1,,7/23/2024,10/21/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Ohio,Ottawa,Northern pintail,,EA H5N1,,7/23/2024,10/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Minnesota,Wabasha,Gadwall,,EA H5,,7/24/2024,11/9/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,North Dakota,Ramsey,Mallard,,EA/AM H5N1,,7/24/2024,11/3/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,North Dakota,Ramsey,Mallard,,EA H5N1,,7/24/2024,11/3/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Box Elder,American wigeon,,EA H5,,11/22/2023,11/3/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Iowa,Jackson,American green-winged teal,,EA/AM H5N1,,7/24/2024,11/4/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,South Dakota,Brown,American green-winged teal,,EA H5,,7/24/2024,11/8/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,North Dakota,Stutsman,American green-winged teal,,EA/AM H5N1,,7/23/2024,10/20/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Idaho,Canyon,American green-winged teal,,EA/AM H5N1,,7/24/2024,10/19/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,North Dakota,Ramsey,Mallard,,EA/AM H5N1,,7/24/2024,11/3/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,New York,Genesee,Mallard,,EA H5N1,,7/23/2024,10/21/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Minnesota,Wabasha,Mallard,,EA H5,,7/24/2024,11/9/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Washington,Skagit,Lesser scaup,,EA H5,,11/26/2023,11/11/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Minnesota,Wabasha,American green-winged teal,,EA H5,,7/24/2024,11/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Minnesota,Wabasha,American green-winged teal,,EA H5,,7/24/2024,11/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Minnesota,Wabasha,American green-winged teal,,EA H5,,7/24/2024,11/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Minnesota,Wabasha,American green-winged teal,,EA H5,,7/24/2024,11/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Minnesota,Wabasha,Northern pintail,,EA H5,,7/24/2024,11/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Minnesota,Wabasha,Mallard,,EA H5,,7/24/2024,11/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Arkansas,Lonoke,Mallard,,EA H5,,7/24/2024,11/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Minnesota,Wabasha,Mallard,,EA H5,,7/24/2024,11/9/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Idaho,Canyon,Mallard,,EA H5N1,,7/24/2024,10/19/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Minnesota,Wabasha,Mallard,,EA H5,,7/24/2024,11/9/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Idaho,Canyon,American green-winged teal,,EA/AM H5N1,,7/24/2024,10/19/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,North Dakota,Ramsey,Mallard,,EA/AM H5N1,,7/24/2024,11/3/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Idaho,Canyon,American wigeon,,EA H5,,7/24/2024,10/19/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Idaho,Canyon,American green-winged teal,,EA/AM H5N1,,7/24/2024,10/19/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Idaho,Canyon,Mallard,,EA H5N1,,7/24/2024,10/19/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Idaho,Canyon,Mallard,,EA H5N1,,7/24/2024,10/19/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Idaho,Canyon,American green-winged teal,,EA H5N1,,7/24/2024,10/19/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Idaho,Canyon,American green-winged teal,,EA H5N1,,7/24/2024,10/19/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Idaho,Canyon,American green-winged teal,,EA H5N1,,7/24/2024,10/19/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Iowa,Marion,American green-winged teal,,EA H5,,7/24/2024,11/3/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Iowa,Marion,Northern shoveler,,EA H5,,7/24/2024,11/3/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Iowa,Marion,American green-winged teal,,EA H5,,7/24/2024,11/3/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Iowa,Marion,American green-winged teal,,EA H5,,7/24/2024,11/3/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Iowa,Marion,American green-winged teal,,EA H5,,7/24/2024,11/3/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Iowa,Marion,American green-winged teal,,EA H5,,7/24/2024,11/3/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Iowa,Marion,American green-winged teal,,EA H5,,7/24/2024,11/3/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5,,7/22/2024,7/10/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5,,7/22/2024,7/10/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5,,7/22/2024,7/10/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5,,7/22/2024,7/10/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,Lark sparrow,,EA H5,,7/22/2024,7/10/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,California,Santa Clara,Gull (unidentified),,EA H5N1,,7/25/2024,7/18/2024,"",Wild bird,Morbidity/Mortality,Private (non-government) submission
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,Rock pigeon,,EA H5N1,,7/22/2024,7/11/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,Eurasian collared dove,,EA H5N1,,7/22/2024,7/11/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,Common grackle,,EA H5N1,,7/22/2024,7/11/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,Lark bunting,,EA H5N1,,7/22/2024,7/11/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/22/2024,7/11/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/22/2024,7/11/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/22/2024,7/11/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/22/2024,7/11/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/22/2024,7/11/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/22/2024,7/11/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/22/2024,7/11/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/22/2024,7/11/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/22/2024,7/11/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/22/2024,7/11/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,European starling,,EA H5N1,,7/22/2024,7/11/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/22/2024,7/11/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/22/2024,7/11/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/22/2024,7/11/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,Western kingbird,,EA H5N1,,7/22/2024,7/10/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,Eurasian collared dove,,EA H5N1,,7/25/2024,7/12/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/25/2024,7/12/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/25/2024,7/12/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/25/2024,7/12/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/25/2024,7/12/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/25/2024,7/12/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,Rock pigeon,,EA H5N1,,7/25/2024,7/13/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,Rock pigeon,,EA H5N1,,7/25/2024,7/13/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,Eurasian collared dove,,EA H5N1,,7/25/2024,7/13/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,European starling,,EA H5N1,,7/25/2024,7/13/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,European starling,,EA H5N1,,7/25/2024,7/13/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/25/2024,7/13/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/25/2024,7/13/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/25/2024,7/13/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/25/2024,7/13/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/25/2024,7/13/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/25/2024,7/13/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/25/2024,7/13/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/25/2024,7/13/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/19/2024,7/9/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,House sparrow,,EA H5N1,,7/19/2024,7/9/2024,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,American wigeon,,EA H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,bufflehead,,EA H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,American green-winged teal,,EA/AM H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,American green-winged teal,,EA H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,American green-winged teal,,EA/AM H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,Northern shoveler,,EA H5,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,Northern shoveler,,EA H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,Gadwall,,EA H5,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,Gadwall,,EA H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,Gadwall,,EA H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,Gadwall,,EA H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,Northern pintail,,EA/AM H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,Northern pintail,,EA H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Wyoming,Albany,American wigeon,,EA/AM H5N1,,8/1/2024,10/30/2023,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,Northern pintail,,EA H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Wyoming,Albany,Gadwall,,EA H5,,8/1/2024,10/30/2023,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,American wigeon,,EA/AM H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,American wigeon,,EA H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,American wigeon,,EA H5,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,American wigeon,,EA H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,American wigeon,,EA H5,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,American wigeon,,EA H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,American wigeon,,EA H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,American wigeon,,EA H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,American wigeon,,EA/AM H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,American wigeon,,EA H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,American wigeon,,EA H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,American wigeon,,EA H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,North Dakota,Kidder,American green-winged teal,,EA/AM H5N1,,"",10/24/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Lake,Northern pintail,,EA H5N1,,7/31/2024,10/22/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Wisconsin,Langlade,Common loon,,EA/AM H5N1,,7/30/2024,12/15/2023,"",Wild bird,Morbidity/Mortality,Private (non-government) submission
